,0,1,2,3,4,5,6
0,7.54363428866,6.605067684,1.5391775957,5.55438236065,8.39001244882,8.63586979241,0.670222724856
1,2.30155610504,7.16315993787,4.16311180675,2.10398467901,7.08657767367,2.35289472381,8.04095590532
2,4.2488009894,0.881138273752,4.47983923477,9.69342573869,1.2301005124,2.13074278568,4.32821048974
3,0.0235401693576,8.44508351598,7.51965142016,7.7942707886,8.36015808617,5.65709240836,7.27294132478
4,0.445384622036,1.0217275166,8.20657024193,4.76902693192,3.74140678284,8.99485465057,8.03553824379
5,7.79598428591,4.7912876564,4.32499620135,3.65781938059,3.65997699108,4.16435708204,3.28984779293
6,8.42181812344,3.19418223432,3.56740194258,8.92522707442,2.36809961786,6.40751947547,4.99432706379
7,1.27054394318,8.45447281696,3.60067004857,9.23549257821,6.64697243832,5.73508600758,4.07821809811
8,4.53919278301,5.03364194604,9.89724534069,0.548291785787,6.55120969482,5.04427208997,7.83864984801
9,5.28600889271,9.61996810627,0.95151101799,6.16998520012,0.270912404877,3.70501083738,4.10406201207
10,1.14169573515,8.96665265425,1.70044592045,7.3472541067,8.5642716141,8.45612100206,3.29138451365
11,5.05046894178,7.95825307512,0.399521539645,6.45403656082,2.15711213188,9.66200867581,2.29637820604
12,8.09529933508,9.80751594281,3.87185538007,2.4000689903,9.11403152384,5.50707080562,3.51261421893
13,7.72439413383,7.96558130869,9.9888877944,5.57489225367,5.878012993,5.18440737917,2.69532943511
14,7.60806444101,1.26176167624,1.97711497136,3.37534679724,9.57212416014,0.319920334771,8.7280713222
15,1.77231853142,3.6260524637,7.69341387809,9.65429208743,6.47006440426,6.60598795224,3.08220106866
16,1.93044361093,3.49316615309,8.47643825454,3.01208884865,2.83880804136,5.99885564627,7.28789009344
17,7.98869438989,5.23403489751,5.47579932258,9.92037909889,3.50058435594,4.2335747405,6.678519935
18,7.0041558767,3.96136604099,8.5205635229,3.20506098838,6.74344135637,4.63125659937,1.2428388781
19,8.87619173188,6.07868155332,4.39037824006,2.45561445909,9.53335589172,0.942575362048,6.74643815998
20,7.55719193591,3.69165514525,2.91392181783,6.12534321689,3.03631648218,6.13196657916,5.02372277804
21,3.21945583112,6.90474159166,8.78572011636,5.15095098411,6.76797840799,3.84382315354,0.167881897749
22,0.0224402611243,5.59474022022,0.0496960034335,2.40978440817,5.62565417889,3.13140470097,8.25535122799
23,6.73582325252,4.66264124177,1.63449746182,7.13081924552,2.52239182587,4.1448111637,8.12471410299
24,4.12823442171,3.08401746264,3.86043752288,2.7812978931,0.149148476371,1.06736628736,3.95957054446
25,2.0300635297,6.35186245886,2.82372523534,9.31491624921,4.20786123444,0.880641267846,3.73896399648
26,1.61706572466,5.40017760265,8.41256108044,6.50809683984,6.73962574251,6.28349654706,8.45332795307
27,7.83301331385,1.29624270371,3.78054546706,9.88812695415,1.34498444188,3.10174965408,0.245760403705
28,6.08878769763,7.81768581384,8.48143818252,1.76778870179,7.37344902697,6.12785979164,5.88621072333
29,1.32999795467,6.16468650432,3.97995132841,2.03043366017,4.39654425794,3.46373342032,6.26825736436
30,6.93133752754,7.80951849282,6.23846286554,0.697986415571,5.68967137189,1.09604219745,5.54260178299
31,4.17299094732,7.89672164243,2.6360286772,2.08233822316,6.90410783174,3.30160736325,6.92567561671
32,0.122645222797,2.80478769676,2.31558186149,9.40285429065,0.0558678548821,7.79199269595,9.60301785977
33,4.27973230884,6.84441624248,2.48483172971,1.38812915044,1.55943534839,4.21536714314,8.879462844
34,0.638046312291,0.0589657227983,7.51170922017,0.576013341946,2.4003229862,8.07967528281,3.4034902389
35,5.0703894311,9.06863443198,8.19013165442,8.78143615042,9.60295871304,2.41307499238,4.61848889939
36,9.08838046914,7.75712437607,4.84119629245,4.91417436763,9.92966172381,1.65290913087,1.60510810473
37,8.58636906737,3.83100673233,8.06116819321,0.202856810692,0.55180739417,9.78992280068,1.55328865333
38,9.87527478669,7.62352454633,3.06105247252,6.86601277391,5.37913750747,3.45571022315,7.32919856006
39,5.77023752548,2.49715552797,6.79388156768,9.70811518083,3.10745686906,6.44665838927,0.667117689343
40,9.38739509378,0.913399830088,0.320665577681,1.49610997253,9.65370693215,6.37856653716,2.1067274842
41,3.20502757022,3.08982576762,1.39818291739,6.06824854269,5.37156008321,5.31288077015,8.88377769521
42,1.37432366112,7.91348148499,7.49391973001,2.87671993462,8.53935252262,3.26977374926,1.85688303841
43,7.04109147738,0.0512864094358,4.06660128216,3.23078620234,5.94351399993,9.21671316214,1.97670404376
44,7.09196816821,9.14515479214,8.59550270963,2.15022976624,9.34423219074,9.12968228516,3.45351682995
45,8.14343583991,1.44197165765,3.84030622671,2.91649861805,5.34623392484,9.10554762452,9.57399631846
46,2.72676298212,0.810947520684,2.04878107145,5.11367165597,0.189732291689,8.92475764065,2.84189970737
47,8.5319193572,6.94506318148,6.73086606233,7.5518267545,1.78499633278,9.52287413091,3.31024894101
48,4.93820418284,1.64815260259,2.24905652969,0.0257170053129,6.0982865081,8.45433845815,3.28314855091
49,0.736623100124,6.51626918271,1.02924826419,5.08310842452,3.81703837807,2.9348534696,5.8733437098
50,3.43217336239,7.98791708175,6.3960760115,6.50897421546,5.96248066336,7.99753251419,5.39207009028
51,1.98642627787,8.2573349158,9.57649069965,9.00151996571,8.12827173048,4.49715188403,0.00651345348235
52,9.32303096311,5.99454810619,9.25305096891,1.84357726004,8.4192554642,2.3230388182,0.118094752416
53,6.43523299658,7.6027888933,9.72377253029,8.56254125803,2.73471957043,2.10972945644,0.281249067341
54,7.56649609115,1.38365237607,8.07457577033,2.7044540153,4.01963809769,8.80287700449,0.168841561601
55,7.27799391504,4.77770040013,6.66851474808,5.45509926619,6.49071463616,6.06212692083,5.89616579593
56,5.7898608833,7.10324726266,7.49488376855,4.30626106409,2.54128002431,7.36302016768,6.55220791998
57,3.69297380262,2.33038957611,8.23286922773,7.05125548131,0.426341262472,7.87333176772,7.98622694551
58,3.91319102663,3.31099591764,4.82903184698,5.22655411624,2.77302894106,9.69428826726,5.08067528267
59,6.66259111443,2.5135298768,1.92583344025,5.08489287392,0.619768680056,7.68762653093,6.67187981463
60,1.01083583497,7.61296207521,8.27324168778,2.02800801696,2.69818481782,5.20811508612,9.16390873211
61,7.1297397905,8.48710861748,3.39381719592,6.32858228015,1.77940504777,9.50535175868,7.16233639764
62,4.53419247881,2.60369227808,0.156107769318,4.06802736094,4.76256969649,9.68290145003,8.51672484262
63,5.67167423781,8.27188036143,9.61715142066,6.03274862386,7.71183468333,2.73457381129,9.84080123638
64,1.70271675671,6.42347050711,2.91782261262,1.6850651701,3.06783423557,1.52513756734,0.333958862651
65,6.48071592561,1.55193665,3.34630264315,9.86172889496,9.80311426521,7.44119461446,1.08131029266
66,8.97711366485,3.8923170133,0.669951911351,3.35989203023,8.08299467413,8.68542551696,0.94558093735
67,5.45309421283,3.16331063707,5.88972905982,8.62722044924,9.85648827993,9.64820640109,5.62734425203
68,8.48102051309,2.59609673575,6.7607199306,6.59524202363,0.417407798687,5.64186689669,3.50913720679
69,5.88381962005,2.12103732212,5.20153542583,9.26187323673,0.88331723215,7.04157178676,3.90031208256
70,6.82461709303,5.22786950416,7.47025604711,5.35758130434,2.19728657607,8.77723067811,3.88033568811
71,6.73498018471,9.61467847599,8.83140231358,5.36012726394,1.14290808123,6.14606405986,1.52373161844
72,6.29162038201,0.0768534198323,3.58998651764,2.3065446864,7.2603903767,0.941942431958,6.99397736449
