,0
0,-1.07660791184
1,-2.6369417691
2,0.0318824615287
3,2.66296140198
4,1.27320025058
5,0.632180750952
6,0.563298560896
7,0.04184794052
8,0.231698155015
9,2.5728723463
10,2.52294249947
11,1.00561624472
12,0.668652818191
13,-0.15928393751
14,0.71650836681
15,0.750310535772
16,2.32245455557
17,0.0915048564455
18,3.64757442853
19,0.350592831005
20,-1.43770033076
21,1.5985270979
22,-2.06402167183
23,1.13537699236
24,2.1894058985
25,2.62883011259
26,1.93501925625
27,0.160270460706
28,-1.61381493963
29,1.3463444039
30,-0.708753402705
31,0.658119807644
32,1.42104055814
33,0.338522605766
34,1.82650762002
35,2.85603078576
36,2.62733005207
37,0.655332164308
38,1.18460936311
39,1.1753582498
40,-0.544262382872
41,0.990361216413
42,2.45621705336
43,-1.32342545819
44,-0.895436429852
45,1.59315423063
46,3.05586008548
47,-1.13344002116
48,-0.228140738872
49,-0.785697532013
50,-3.07814745509
51,-1.57188279559
52,0.704558830037
53,3.01557897454
54,-1.9265866595
55,1.43329902937
56,3.13413304651
57,1.76597772559
58,-0.22388810174
59,0.00413349331017
60,3.136932497
61,-0.348958456596
62,-2.72006742573
63,0.468583222848
64,-1.57310871453
65,0.893409101135
66,3.52850624816
67,0.72331873829
68,-0.0564041891798
69,0.651446642268
70,1.5594064568
71,2.61461799822
72,-0.926463883939
73,3.08152634202
74,-0.70645689812
75,1.2128658409
76,-0.365756453569
77,2.56111425236
78,0.90689979065
79,1.15310344968
80,0.826937278287
81,0.857198064864
82,-2.35622575519
83,-1.86934763419
84,2.27462347267
85,-0.850424830925
86,0.789047008605
87,-0.189569873812
88,-3.27958748758
89,-3.15443037398
90,2.3850722915
91,0.0703343183344
92,0.441411342144
93,0.930577728237
94,0.585737370188
95,-1.05891684917
96,-1.61809426968
97,1.67730599412
98,-3.73865174831
99,-0.691059654947
100,2.63176885072
101,3.03533175284
102,1.67302696313
103,-0.104366874151
104,-0.944755662246
105,3.01033272818
106,0.479995393198
107,1.13021294519
108,0.63844086691
109,-0.473462310128
110,1.71436928237
111,-2.32526498505
112,1.54858396918
113,3.08591804281
114,1.69271779004
115,-1.82053912853
116,1.10324294501
117,2.9135800163
118,0.48834672003
119,0.924925955371
120,-1.02900366288
121,1.47039139411
122,-2.54308075027
123,0.522994625162
124,-1.71967785179
125,0.143224659149
126,-3.14666903362
127,0.30701576065
128,0.280433582887
129,-1.01278096415
130,-0.137588998612
131,-0.122303882252
132,0.330624260861
133,0.169761782991
134,-0.493959952461
135,3.55489804035
136,3.69085112032
137,-1.84151596173
138,0.488371931867
139,3.40108132656
140,0.738430152264
141,1.17998297582
142,-1.34863560506
143,0.295416494903
144,1.84694616435
145,1.59458591422
146,2.74430239849
147,-2.0894301035
148,1.8186411989
149,0.360934972495
150,0.369470486554
151,1.82386858258
152,0.321796586434
153,0.44608681583
154,0.649656209465
155,1.82337923378
156,0.641597272296
157,2.62629150799
158,0.83796570913
159,-2.89410252215
160,0.874574813853
161,0.60542988835
162,0.672044471525
163,1.09820780608
164,2.57344317559
165,0.0908583453908
166,1.97606846513
167,-0.612409588449
168,1.85694325034
169,-0.10876900687
170,-1.27125587086
