,0
0,6.88087008716
1,4.40444953106
2,7.46530343549
3,3.33888370553
4,7.98412098676
5,0.0388113224608
6,0.52663106895
7,1.53506489773
8,2.49872520562
9,5.73626018156
10,6.49927138308
11,1.07701265611
12,0.601454097494
13,7.35772965402
14,1.18129396563
15,0.642073274485
16,9.479779912
17,7.04451664134
18,8.73567623064
19,1.46050298052
20,9.85023415131
21,2.08020144747
22,1.78172625694
23,6.94044135717
24,5.67962985931
25,3.35178325525
26,2.18731585114
27,1.93188838109
28,9.70965218285
29,3.02153794813
30,7.34645261831
31,0.125506777069
32,9.58534727948
33,1.46585542867
34,2.15735035362
35,8.54235841736
36,3.35235040333
37,0.0924346763158
38,0.836329108327
39,0.830372332674
40,6.64145754308
41,1.98885329365
42,6.51921053885
43,4.78836960528
44,4.91358947126
45,2.58902306916
46,6.06212213246
47,1.86185661212
48,9.90725438839
49,7.94688679054
50,4.73209201744
51,4.47652898573
52,5.38470020116
53,3.24373892276
54,7.71443198426
55,6.68533700929
56,6.03511149995
57,5.50733421698
58,6.61537745504
59,9.91450219053
60,9.26285995321
61,5.0967274493
62,3.99414028039
63,2.46340199645
64,4.47827324505
65,0.702790777969
66,2.80040550097
67,1.17868546161
68,9.73663203004
69,0.164768548874
70,2.06938937434
71,5.75066020826
72,4.8873080687
73,6.00116599369
74,5.08394950855
75,0.857485880931
76,3.59470424343
77,5.72775505305
78,6.67312731064
79,2.00459988484
80,5.55667938093
81,1.13019884669
82,4.41318277013
83,1.71209022171
84,8.22412887406
85,3.88819363403
86,3.095187867
87,1.56506653529
88,4.72727423907
89,4.99905839245
90,3.1692838456
91,1.5306202844
92,1.37208708537
93,3.65631014025
94,0.547076798766
95,4.85859022745
96,9.88694041628
97,6.77932309066
98,4.66082123308
99,5.08441375636
100,5.80171941578
101,8.44228852836
102,2.1045569749
103,8.30827846164
104,1.87239293185
105,3.22581250753
106,7.20223133397
107,8.86685679938
108,1.21320852237
109,9.90246183069
110,2.59398417442
111,4.00904212742
112,8.47567165602
113,6.05932267431
114,2.11160195188
115,5.3060190129
116,1.03752777807
117,8.38659864206
118,3.80972943139
119,8.68030038088
