,0
0,1.1186040178
1,3.13490977928
2,7.29744545004
3,9.19314982603
4,5.00133035881
5,0.360555941822
6,5.29243269456
7,9.81766090979
8,0.619530904826
9,2.80908105894
10,8.35808743549
11,0.836547950692
12,5.94801803693
13,0.883212651152
14,9.54627254177
15,5.69139358789
16,9.15731708486
17,7.27525258094
18,4.5419395826
19,4.99282704222
20,9.29039259141
21,7.83209054559
22,7.402393057
23,9.33898050427
24,6.45553143182
25,0.27542792832
26,1.94661250242
27,6.42524102555
28,7.11410639717
29,4.40700784732
30,3.48226145806
31,9.37335065142
32,3.04876867096
33,0.494729855887
34,6.65436410437
35,0.932414186206
36,5.18033560869
37,9.9247824931
38,6.60908435334
39,7.98645757409
40,0.479021053563
41,5.72840905999
42,0.663769871375
43,3.8932795238
44,9.00378167353
45,1.72017935768
46,0.482031202374
47,0.399548436999
48,7.6831654051
49,7.40491311611
50,9.19686096582
51,1.32181488215
52,3.82932760613
53,8.51003106571
54,2.47533724669
55,8.72323224694
56,3.04137128652
57,5.52046114506
58,5.3508972812
59,1.09640507232
60,3.56846839406
61,9.11809649535
62,9.73287352092
63,8.91249270354
64,8.2294189379
65,9.29154306613
66,2.0933557575
67,9.50214533731
68,0.285752599616
69,3.96410750034
70,6.03033198982
71,3.19250833626
72,6.67931139857
73,2.09788376772
74,8.19464240275
75,7.78521421871
76,6.3651365155
77,3.57508376948
78,7.74133978116
79,9.02767692784
80,6.9408000579
81,4.78711224321
82,3.65548809888
83,2.21562886829
84,8.217617973
85,4.04944424337
86,2.38922464046
87,4.56493724593
88,4.35469878977
89,3.44879695532
90,4.26307427507
91,6.95647545766
92,3.22929943012
93,0.600006059912
94,7.6468944343
95,1.47574578255
96,4.20575247802
97,3.65505238662
98,2.06665708366
99,8.86898519929
100,3.85992519873
101,8.51954293062
102,1.00379461203
103,3.20258552055
104,8.29643787243
105,1.51103059564
106,3.85170120498
107,6.78450840427
108,8.81413558397
109,3.63055667155
110,8.63192059898
111,9.94117787386
112,1.3874665119
113,4.28219238312
114,1.26212837679
115,1.48032771995
116,8.45229281897
117,3.93198746143
118,8.90065159163
119,2.30109792132
120,6.5650619515
121,7.86089926337
122,0.0414579705674
123,5.83253904394
124,3.03026614427
125,8.77276159193
126,7.8576283079
127,5.42706962989
128,1.80834164883
129,6.53792816157
130,8.6430415862
131,1.2029375607
132,6.84794383293
133,0.406666560779
134,8.21055890013
135,5.61838284054
136,8.20717793468
137,5.48179716103
138,6.63258171843
139,1.15247719877
140,2.36304967885
141,1.96338150609
142,7.41780407548
143,1.11637922854
144,5.2004675656
145,2.3414320667
146,7.57009135727
147,7.83765915535
148,7.80091630986
149,4.24843926613
150,3.01121673153
151,3.86317588994
152,7.31786339889
153,6.08455418818
154,3.61559595793
155,2.38349191988
156,8.14126583132
157,3.5985568358
158,6.54700827412
159,4.05335288824
160,8.38362853958
161,0.366473049824
162,6.7086190867
163,4.8861752399
164,4.56019624897
165,3.61250303419
166,6.9363825358
167,6.09957360119
168,8.40296151822
169,6.93481061512
170,3.66997719286
171,0.785021964122
172,8.82955174875
173,8.95824377393
174,5.00897332985
175,7.60611054052
176,1.07065548247
177,2.06439894153
178,3.48120080114
179,1.82655298985
180,4.21078905933
181,3.50559937379
182,2.11956816857
183,7.98680484736
184,9.87401635292
185,1.44404015734
186,8.27708984848
187,9.63460361374
188,4.99808711579
189,3.36291136429
190,3.94686274011
191,1.81856535176
192,7.30288045533
193,1.16779758162
194,1.41765256569
195,6.01367204779
196,9.54506576084
197,7.51604951673
198,2.97675813629
199,9.27978871381
